Query,Qty,Manufacturer,MPN,Octopart URL,Part Description,Description,Schematic Reference,Internal Part Number,Lifecycle,Lead Time,RoHS,Total Qty (@ Batch Size: 1),SKU,SKU,SKU,SKU,SKU,Packaging,Packaging,Packaging,Packaging,Packaging,Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),Unit Price (@ Batch Size: 1),In Stock,In Stock,In Stock,In Stock,In Stock,MOQ,MOQ,MOQ,MOQ,MOQ,URL,URL,URL,URL,URL,Distributor [Lowest Price (Selected)],SKU [Lowest Price (Selected)],Packaging [Lowest Price (Selected)],Unit Price (@ Batch Size: 1) [Lowest Price (Selected)],Line Total [Lowest Price (Selected)],Batch Total [Lowest Price (Selected)],In Stock [Lowest Price (Selected)],MOQ [Lowest Price (Selected)],URL [Lowest Price (Selected)],Notes
RNCP0805FTD10K0,5,Stackpole Electronics,RNCP0805FTD10K0,https://octopart.com/rncp0805ftd10k0-stackpole+electronics-19220345,Res Thin Film 0805 10K Ohm 1% 1/4W ±100ppm/°C Molded SMD Paper T/R,RES 10K OHM 1% 1/4W 0805,"R302, R601, R602, R603, R604",,,14w,Compliant,5,RNCP0805FTD10K0CT-ND,,,RNCP0805FTD10K0,,Cut Tape,,,Bulk,,0.1,,,,,860309,,,5000,,1,,,5000,,https://octopart.com/opatz8j6/a1?t=umbgeuQVIM20Wjn3JPXH4urFOr0DnxA597Yq1l2UCyWbjWU6X_xDWH1-3T5oNwt9MMPQzvkiMHu-W-QCI3AR7HtxeQdjoMkDjAAg0yR2fDbsjzCTDtMEblykdi8-pJ73mfsl5jYMJcfE9QxvcAJCOnop7WglzkSFv8z7x7NCWIvE_eBRTDprWTs9Jp-XvOVJjn9CzGJ3HaGiSFKrwH0XzobqRofQ1ht8O7Wyvh5k0AhZ5-B9KzvEfTCfD9AezFx7zw2J,,,https://octopart.com/opatz8j6/a1?t=Ud21CBMk8OAL2wn1UklvC3GRLUET8ePdzrPjtHHgGZyKYAz2tbeG9ASi-qITxgdBWAkTCuMuurbky7CpHunyOQv-a66NMhmVWRhFA87WCUs8RtBerGLAcaHPHvcMPUfLdgQ1Mx97FSmEzCIPD-MrkWG7Ijt4UHS3R2kVl7LuPmS0CIHbe_yUrUpyFTR8jqWyEbTO4Bkd4ATjBYMQzY2n5WunhqVjmznOElC65jhSRC9-meRpQ1aWPUOzinZ1nayO6DHhkKQ,,Digi-Key,RNCP0805FTD10K0CT-ND,Cut Tape,0.1,0.5,0.5,860309,1,https://octopart.com/opatz8j6/a1?t=umbgeuQVIM20Wjn3JPXH4urFOr0DnxA597Yq1l2UCyWbjWU6X_xDWH1-3T5oNwt9MMPQzvkiMHu-W-QCI3AR7HtxeQdjoMkDjAAg0yR2fDbsjzCTDtMEblykdi8-pJ73mfsl5jYMJcfE9QxvcAJCOnop7WglzkSFv8z7x7NCWIvE_eBRTDprWTs9Jp-XvOVJjn9CzGJ3HaGiSFKrwH0XzobqRofQ1ht8O7Wyvh5k0AhZ5-B9KzvEfTCfD9AezFx7zw2J,
RMCF0603JT240R,1,Stackpole Electronics,RMCF0603JT240R,https://octopart.com/rmcf0603jt240r-stackpole+electronics-19213537,Res Thick Film 0603 240 Ohm 5% 1/10W ±100ppm/°C Molded SMD SMD Paper T/R,RES 240 OHM 5% 1/16W 0402,R303,,,16w,Compliant,1,RMCF0603JT240RCT-ND,,78AC7518,RMCF0603JT240R,,Cut Tape,,,Bulk,,0.1,,,,,73001,,0,0,,1,,5000,5000,,https://octopart.com/opatz8j6/a1?t=SLG9MlRd17v-gPfnD0BaryvxdDuqVDoxW_C0dWvkrSExoQ-KDIX4o1ZRcN8dd6QZE_vkeUk-2H2jUNlOGhAGkxunLSNvQrCca-3ytRNc1_TfReLTzA57jTv2h0Z5xXHkvCwEIoO18344EwM5CBxAJw0u75jXYNKw6v-X0lq9qnVT3eVvvfUO8AWcVK7V6VsRV8QuUcjyJt-jkM0Tvdn5NRMj0i1jABYbwLtv7JhGTg5svWGAiLlOBPlDxBCwH9CQw6X7,,https://octopart.com/opatz8j6/a1?t=XwBWC1U_Nimg_oKgIp7871ecoQa42tIGf4C-c_1wxpIOewbv62Qkqp7jeK0cafhSTVmEqa-7Y3NdGYiwoq5YPONt7EuzQs9-TcmJASWnvoEwbYPcpAbgpOAoKkpIVZkETS1vkhWDKXfEr8OtS6BTtrupXkzV1IcZDC-roQp4EyfKeC9yfEK9apR-HrYgY6uXlQZ7WkKO2yIaWvS7Qd2dQeJPkRK7pz2-fDFS0iivQoFpIfZ6v9Ox2YhWh6hgDa9UtdTrasg,https://octopart.com/opatz8j6/a1?t=c0W9ISFKBHVYwcAS5faPsCUulNEIdagg5XHOFcg_MIeqBtpejgx8rtZJm-lwQ_DvtHXLJYICsL1dXquDevBQdeVz3AfDBY3zhpXzkN3apIXcVg013siYNrSrypXejQ4n94kXtr6QpjaYFpS8ghalFgBOwqUyb2U5-OOejvolfXs9YjyHLzhggRMzTGRN8Bm7FacvhCn5-tpGh7QVjZJepu2OEa5filXnbE07BIsaFRz94mgENpifkD-yJ-7iPon9m7zYJA,,Digi-Key,RMCF0603JT240RCT-ND,Cut Tape,0.1,0.1,0.1,73001,1,https://octopart.com/opatz8j6/a1?t=SLG9MlRd17v-gPfnD0BaryvxdDuqVDoxW_C0dWvkrSExoQ-KDIX4o1ZRcN8dd6QZE_vkeUk-2H2jUNlOGhAGkxunLSNvQrCca-3ytRNc1_TfReLTzA57jTv2h0Z5xXHkvCwEIoO18344EwM5CBxAJw0u75jXYNKw6v-X0lq9qnVT3eVvvfUO8AWcVK7V6VsRV8QuUcjyJt-jkM0Tvdn5NRMj0i1jABYbwLtv7JhGTg5svWGAiLlOBPlDxBCwH9CQw6X7,
RMCF0805JT120R,1,Stackpole Electronics,RMCF0805JT120R,https://octopart.com/rmcf0805jt120r-stackpole+electronics-19214485,Res Thick Film 0805 120 Ohm 5% 0.125W(1/8W) ±200ppm/C Pad SMD Automotive T/R,RES 120 OHM 5% 1/8W 0805,R401,,,16w,Compliant,1,RMCF0805JT120RCT-ND,,,RMCF0805JT120R,,Cut Tape,,,Bulk,,0.1,,,,,211007,,,0,,1,,,5000,,https://octopart.com/opatz8j6/a1?t=jV4Bt_kFhyOVhCizrGB_slizoo5aGBXaq-R_uVs8IgKNTcembZ_FDqLxMOykg7OX4ILdjq1BUuxZh04-yklVG-IRHqkzA16u5JkwUjQ-trJuk-o_fCxosgCdy33gau_3dxzeWn3J7iIS05mcgMooq4cMRO5BZQeEc88yb5lOYMTLI7lhXiyNvS492BIf-NKZhgkpUV-Xxkx8_xMCwXDm-C8MOPIlLPrL_YofGg6HD-VFivJ9-aUHI2s9F1ad2qYFXLQ-,,,https://octopart.com/opatz8j6/a1?t=ayuqj7sf6YXEizFe9X3lZPmIHliaBKRUOoylcB68HlVnFh4V8pdRWEC7KWarzIIz9lm8JLQd2PA5rNPJ29aSOYF0lXIkgbCoanKGu7TbsSb2ug7OeK3Iij4Y_BYk1kF9EqCILsrnxI8BOReK9cY7amD_e1K40ZZzvKtcDByjL7tALKRP9ac1v-h6s6WNjM-ShVSg6s8LTQh1H044hCGXN0ShgDGst7nu-jy3MRDlIC3b0MRPbpYw2WayDxt9WyGryULAAbw,,Digi-Key,RMCF0805JT120RCT-ND,Cut Tape,0.1,0.1,0.1,211007,1,https://octopart.com/opatz8j6/a1?t=jV4Bt_kFhyOVhCizrGB_slizoo5aGBXaq-R_uVs8IgKNTcembZ_FDqLxMOykg7OX4ILdjq1BUuxZh04-yklVG-IRHqkzA16u5JkwUjQ-trJuk-o_fCxosgCdy33gau_3dxzeWn3J7iIS05mcgMooq4cMRO5BZQeEc88yb5lOYMTLI7lhXiyNvS492BIf-NKZhgkpUV-Xxkx8_xMCwXDm-C8MOPIlLPrL_YofGg6HD-VFivJ9-aUHI2s9F1ad2qYFXLQ-,
RMCF0402FT1K00,15,Stackpole Electronics,RMCF0402FT1K00,https://octopart.com/rmcf0402ft1k00-stackpole+electronics-19212347,Res Thick Film 0402 1K Ohm 1% 0.063W(1/16W) ±100ppm/C Pad SMD Automotive T/R,RES 1K OHM 1% 1/16W 0402,"R402, R608, R611, R614, R617, R623, R624, R625, R626, R627, R628, R641, R642, R648, R651",,,16w,Compliant,15,RMCF0402FT1K00CT-ND,,,RMCF0402FT1K00,,Cut Tape,,,Bulk,,0.015,,,,,6888549,,,660000,,1,,,10000,,https://octopart.com/opatz8j6/a1?t=gRkDXu--TLU0CWHW9j0yvKhUW3gmZTF1vJuw9Ve2fuKvnUmzpfbl0S-_T_ps-vdqpMkSO7uz4eUIm1T76-fulK2ho5Lak7tGNxic-5llyLnu1H2O18qLG1B1cO-oU3gm9ev1msY_7XbbB9jtgmn_la-uxCd6pBTqy6E2SPtr-PRoUbmvvjXfN8zhbPYIhmu7Pbv2ho4_6aaHGVr7LUsr_yOvgC8H1AFQK6kb-q82HNNK9gvx2TNEwwfR6-30QuuAoL5x,,,https://octopart.com/opatz8j6/a1?t=qS3tk54FNukQby0b3FxzSwbdtq5yhD5LR88dqni1BhfHdTq3gnc73RHn4arOW8zXj_VR8ex5fOq-Rr6FKBd2cHhSgzYEyllaGpwGbqzCHeT64YcNzB_tr8179v6sULlKQXWp0aSE3X9vR0bM6n_yleKqbGFszB5ls7mvEJajoGyFzxkpiISULwJiYo2uE2F58YK_ry1m2sKXB5rNMZm9X2cXW523pGeq9Z7wgz81bXgXgY3CEON5o1Vzo4KfponyAImZcnk,,Digi-Key,RMCF0402FT1K00CT-ND,Cut Tape,0.015,0.22499999999999998,0.22499999999999998,6888549,1,https://octopart.com/opatz8j6/a1?t=gRkDXu--TLU0CWHW9j0yvKhUW3gmZTF1vJuw9Ve2fuKvnUmzpfbl0S-_T_ps-vdqpMkSO7uz4eUIm1T76-fulK2ho5Lak7tGNxic-5llyLnu1H2O18qLG1B1cO-oU3gm9ev1msY_7XbbB9jtgmn_la-uxCd6pBTqy6E2SPtr-PRoUbmvvjXfN8zhbPYIhmu7Pbv2ho4_6aaHGVr7LUsr_yOvgC8H1AFQK6kb-q82HNNK9gvx2TNEwwfR6-30QuuAoL5x,
CSM2512FT33L0,2,Stackpole Electronics,CSM2512FT33L0,https://octopart.com/csm2512ft33l0-stackpole+electronics-117170813,Resistor Current Sense Metal Plate 2512 0.033 Ohm 1% 3W ±50ppm/°C Molded SMD Emboss T/R,"RES SHUNT, 2512, 0.033 OHM, 1%,","R621, R622",,,14w,,2,738-CSM2512FT33L0CT-ND,,,CSM2512FT33L0,,Cut Tape,,,Bulk,,0.64,,,,,3990,,,0,,1,,,1000,,https://octopart.com/opatz8j6/a1?t=vHTE5538UTWz2kwtpkL-mnj__abDe4GHi46T0GRwdxOSdkShcxgc5dJX958-wIaF9uNMwabs18zaeoqnMqzRsiTTk9AYieMmxer4ZLiwLnwuj69dcEpQPzJqR5zL0w7AEcocmzxbel6o7X0VbE7MWVHjWQmGdg7aiMThOd9yPyVyTmcj9TWwAkTuIx7NDATsHz1zEdfXlUVtq-0V0w1RrWsgqsMXkDyO6ixx2plJSkthIT6t8WCsrIAjpqpeyknk6tBioBY,,,https://octopart.com/opatz8j6/a1?t=3xQjvcq0GD2oqOvuhSEA6jB7dsKRrFebFkhTyW9Mo3rfDT7ltgfzD0Q-UNYBovw1WEGjrJIH8KRZb0ueTfKJfRz96VJ-o2U3O4acfumczTQuIgNp5foL2gEHS0vAlKFYmVxwxeCWiNAUKcuTiumlehzjC6DMtmZA7LXxauPjA-s8Y9ilwo_m_jSHp_F7FP4x1TWhHVmb41w2Y_Y8w3-_k6I4sYJnQMgI5Y1yZFJsM1mmJdpPVRKA3QCepzVNAK2SPk6oKEZg,,Digi-Key,738-CSM2512FT33L0CT-ND,Cut Tape,0.64,1.28,1.28,3990,1,https://octopart.com/opatz8j6/a1?t=vHTE5538UTWz2kwtpkL-mnj__abDe4GHi46T0GRwdxOSdkShcxgc5dJX958-wIaF9uNMwabs18zaeoqnMqzRsiTTk9AYieMmxer4ZLiwLnwuj69dcEpQPzJqR5zL0w7AEcocmzxbel6o7X0VbE7MWVHjWQmGdg7aiMThOd9yPyVyTmcj9TWwAkTuIx7NDATsHz1zEdfXlUVtq-0V0w1RrWsgqsMXkDyO6ixx2plJSkthIT6t8WCsrIAjpqpeyknk6tBioBY,
RMCF0805ZT0R00,18,Stackpole Electronics,RMCF0805ZT0R00,https://octopart.com/rmcf0805zt0r00-stackpole+electronics-19214632,Res Thick Film 0805 0 Ohm Jumper 1/8W Molded SMD Paper T/R,"0 Ohms Jumper 0.125W, 1/8W Chip Resistor 0805 (2012 Metric) Thick Film","R629, R630, R631, R632, R633, R634, R635, R636, R637, R638, R639, R640, R643, R644, R645, R646, R649, R652",,,16w,Compliant,18,RMCF0805ZT0R00CT-ND,,,RMCF0805ZT0R00,,Cut Tape,,,Bulk,,0.017,,,,,3649964,,,135000,,1,,,5000,,https://octopart.com/opatz8j6/a1?t=uxmbb8wdt4JzIhV9UVTaxTUprlxZU-78-Ih4AbUWOXXJWBroGsq1dhQADd9y0q4N9Pre4liMA-BKyJ08A_rKyjFfXandzd5aEGTpmu4S8oiAUD1AdxA0bYTaw0X6WCj6Yit1TghC6KjxviZLFly9VfvFAdsoYCyYSPKEucDmemj60xSR6qdpgl7if6iDKQTsZS3lLJ9UL83ek7ngk8_cC_oaUzNWwghflttbPBrjJKn8gh5AKbQ3pMdyWzgbFbxyhSIB,,,https://octopart.com/opatz8j6/a1?t=CPUZ75F2-w_nSB0AuC4vbjoepc-Mr3j9Pj9pFyxj66qwpdlCYCzEegFxEYLHxTU35RaXOU03BLtnyE0mVxhwx4VQ8zuPKRMcPT41afjCicvTfDDyG5WG_CS-iXizDGSP3LrWytu4v3qYRbRcyhr9FNLKy3lc6O_aQN10YyXft_ndvLSI9lViEC3f945Bo6xLd622u0Z4xgGX208GDUVnlt5xrzFt0FUJsJi6Kx05iNgRFGilqdo53u5tQrPj1O9YlHvHxGU,,Digi-Key,RMCF0805ZT0R00CT-ND,Cut Tape,0.017,0.30600000000000005,0.30600000000000005,3649964,1,https://octopart.com/opatz8j6/a1?t=uxmbb8wdt4JzIhV9UVTaxTUprlxZU-78-Ih4AbUWOXXJWBroGsq1dhQADd9y0q4N9Pre4liMA-BKyJ08A_rKyjFfXandzd5aEGTpmu4S8oiAUD1AdxA0bYTaw0X6WCj6Yit1TghC6KjxviZLFly9VfvFAdsoYCyYSPKEucDmemj60xSR6qdpgl7if6iDKQTsZS3lLJ9UL83ek7ngk8_cC_oaUzNWwghflttbPBrjJKn8gh5AKbQ3pMdyWzgbFbxyhSIB,
"RS032G05A3SMRT ",2,C&K Components,RS032G05A3SMRT,https://octopart.com/rs032g05a3smrt-c%26k+components-25740692,Switch Tactile N.O. SPST Rectangular Button Gull Wing 0.05A 12VDC 30000Cycles 2.45N SMD Automotive T/R,"Tactile Switches SPST 0.05A 12V 250gf ","SW101, SW102",,,5w,Compliant,2,CKN10388CT-ND,611-RS-032G05A3-SMRT,42AJ0109,RS032G05A3SMRT,,Cut Tape,Tape & Reel,,Bulk,,0.66,0.61,0.671,,,2993,22578,0,5941,,1,1,1,50,,https://octopart.com/opatz8j6/a1?t=9E7bIsfVajdA4NjHWB3VNp4T8aHENMUiihptRKMqe8NsMB67ZsgMm2b7lnxZtiBHjpC_hO8ELb6qsntOK_KqivRIdih_LbDiKMtLbPOPu9gCmhQomBm-T6Xt25UbdEJBXvmMXj_yMvubwkjbfky1v9sodDRrq7csqm_JDwF0izJT_gFx7GUl7rabPLjP4W4esCr6piq14dYL0ak4cyTou93gWVsw9e9DW8Pnntclual3373X7VOQbAogV9v1Hwzh_fLX,https://octopart.com/opatz8j6/a1?t=rQqZ6tMzIRwfJuZOECkX4fVqMiEUGwewfZH4AY5c_qYVJypwajDGNbEhPxOSLgDKGASqXBmE1h9jvZNtjQ6Lln_oF7KWGbzGWAkY9OfPxi4BuPxVHJu1lYsVUVb4SflfbaHplMfJ11NswJDRJoWggmd_r9nGPtsOuQvfC4hnVN1e1nOkzw8y85lzpolgPqaG7vw6qOsDNGOKjZduPU534ZH9ifSzdfZrtop4ijvspxroUNqIecxxtDkN26wq3YMiH0ZoxHs,https://octopart.com/opatz8j6/a1?t=bV7fYYj36Naq-chXxz4BXxVMP0LibRucE-iNrWEdJqnMPd6LAzFNe9ISiv6a4iu_btMbl6Fo9mAJImo-AIiRDPIgXqXhcpZSsWvTlGofFR8_sEvxrr7x93eeK1TAhLXuNBBudE8a0gzd1PpBmjM_qG0MiG3cESlCYXsNWrFvK6EkAV3FFE4oZQ0ft_p-L49-2CCTsY9RC1vSQBJfMjLQKNsMy8DGdcVwxfxhuoW6U2Qfnq4bL9WTIJYaUlVDZdAVyXCikRs,https://octopart.com/opatz8j6/a1?t=ce1iRAjbvDLA49z4KMGOxnslC5p7vytGTRM7DIj_8rRHI5TgBpgF2_Nj9ypmXrGJ7EcnSbFx8BYrJuKSS3uIO8nSor8TioCS7DQdxcMD7G3Mu1nN7tc1Ui0soOBKPEklxyPjVMkC23SZ48Or4JNIaJbs3B2V7inRi0brO0juRfieDiJoTUBBL1bKxC0EJT9cZzFL7-Ho3XhRYXtXe0mPwIKWlBCtVbDwo1JYsII0jV_SGsKcs5HcAKSOL1Szv8JmUiFUOxM,,Mouser,611-RS-032G05A3-SMRT,Tape & Reel,0.61,1.22,1.22,22578,1,https://octopart.com/opatz8j6/a1?t=rQqZ6tMzIRwfJuZOECkX4fVqMiEUGwewfZH4AY5c_qYVJypwajDGNbEhPxOSLgDKGASqXBmE1h9jvZNtjQ6Lln_oF7KWGbzGWAkY9OfPxi4BuPxVHJu1lYsVUVb4SflfbaHplMfJ11NswJDRJoWggmd_r9nGPtsOuQvfC4hnVN1e1nOkzw8y85lzpolgPqaG7vw6qOsDNGOKjZduPU534ZH9ifSzdfZrtop4ijvspxroUNqIecxxtDkN26wq3YMiH0ZoxHs,
ESP32-S3,1,Espressif Systems,ESP32-S3R8,https://octopart.com/esp32-s3r8-espressif+systems-118292493,"SMD IC ESP32-S3R8, dual-core MCU, Wi-Fi 2.4G & BLE 5.0 combo, 8 MB Octal SPI PSR","SMD IC ESP32-S3, DUAL-CORE MCU,",U101,,,4w,,1,1904-ESP32-S3R8-ND,356-ESP32-S3R8,,,,Strip,Tape & Reel,,,,2.51,2.46,,,,1669,0,,,,1,1,,,,https://octopart.com/opatz8j6/a1?t=oGoV4fwishPJUsWsm91xUdmamMljE5jYVtt0qJsSQYJrFfKGuG9rJCcpcQGYK0wLMC7b2RiKGBfoylxGR3SsS9JJH8mV9wV_t-UHrQAgznCXVMh0XEX6pozfaskX_nQ6fqzlpHfnmL95qeHuDCW1FdErekwOH9KoU3UBMfPjF1gO8jAJnzeL1ny9SnlUeUSceHM5OGvhN7P4Ov0HS0gzyYpXC1eFAVuLyUICfmUYOqS3DcOKPS62OV4furPbHQIfqymL0A,https://octopart.com/opatz8j6/a1?t=rXMp3eTOzonHK08sHWuCVNTJeIbkkVIapCa2k2OOt6p68Q9rcG8guzxz3A0sp01vP5vTa0ER7fxfJt1KhPXPnHJ0At8-dUrPppIPaogFUxFJ8eO90axMc6oj2Tw2jrRSVnXn7rvQM-_DYfZmgJxe01ClRtXa_At-sLKz8wqgyl0qv1hMrGu6suBjgobHm4xjZzG9flYGbegaYodCddHVuZlXjxX4TDh-I9KYIPr4y91Xr8zjOoBNvu_MWWNmuSiwmcpxSGU,,,,Mouser,356-ESP32-S3R8,Tape & Reel,2.46,2.46,2.46,0,1,https://octopart.com/opatz8j6/a1?t=rXMp3eTOzonHK08sHWuCVNTJeIbkkVIapCa2k2OOt6p68Q9rcG8guzxz3A0sp01vP5vTa0ER7fxfJt1KhPXPnHJ0At8-dUrPppIPaogFUxFJ8eO90axMc6oj2Tw2jrRSVnXn7rvQM-_DYfZmgJxe01ClRtXa_At-sLKz8wqgyl0qv1hMrGu6suBjgobHm4xjZzG9flYGbegaYodCddHVuZlXjxX4TDh-I9KYIPr4y91Xr8zjOoBNvu_MWWNmuSiwmcpxSGU,
BD33C0AWFP-CE2,1,ROHM,BD33C0AWFP-CE2,https://octopart.com/bd33c0awfp-ce2-rohm-74493389,LDO Regulator Pos 3.3V 1A Automotive 5-Pin(4+Tab) TO-252 T/R,IC REG LINEAR 3.3V 1A TO252-5,U301,,Production (Last Updated: 2 years ago),52w,Non-Compliant,1,BD33C0AWFP-CE2CT-ND,755-BD33C0AWFP-CE2,84Y9680,,1847453,Cut Tape,Tape & Reel,,,,1.41,1.41,1.41,,,1003,1192,0,,0,1,1,1,,5,https://octopart.com/opatz8j6/a1?t=Y8BDHX5Q8mfJ018oQUPNjY6abbEi0cWFiHMUIkzHVLnDPNLGkneh0foBiPv6L7WkARylEXnEpuxjxg6Zaxu-m3LC1LLPpfGV1AY79DfCaSeDhBMDgPAn3zNROjgC5Ugi5eF1gjaYAQMzg7QGeJpEOJVfy7Ickx_FOgDMyHqvEyDPkuWbdof-xCsCC2vlzu-OfKlO6XA-VEyvS99FptAxQi6IDt0CPtMgZ8YWUoY9zPtcy_wwJPwaMp9deKg1x_c_HDs63Q,https://octopart.com/opatz8j6/a1?t=iJ6mFPUN_b2vaWluJq6z0Q_MYnn6njmLmjGFGT_vAm1_xGqtZhOyc28j2VmQyFo_D3biLjE3rJXXb9xDZm92RHf4S9zuKwy50eDbYPOtpwJuCPFnVUu2P6fGog7KeN9JFxPnzxp_VTtPYv-y9fi6GnGhHcYIoWiJV4m-cogetOup4Ltccjv16Bybr5XSnDETj8-auky4njnT-bm2rjoCWo4G_oAIE8WEgcgA76hj-8oUn9f83iYg3K13GP5foI_qhxA-sTg,https://octopart.com/opatz8j6/a1?t=aGNpZ2XBc3JwV1uKsVMep2YWvOZDqjuuDDQVzZypicMlVFjKyuIT0rHSE0Z7xEsKcZj-60u3s9Wl2IYF0vN09E-YnE3J6IQ5MpVhVYM95kpv9LSUJFNMOrw6WqvgQlOEvSyRBMbMW5O_93bHAQTrI_YLYBniK00pLTxx9hH4sb2F4PnjD2MjVsLhkTK9dpelt25DDnAV2L9_7ZcxH1JVO-L8xlFuclD62UgnbTSU_7vi8dDIKSLFDueaR-I4d6DzD-nmBjU,,https://octopart.com/opatz8j6/a1?t=yWinyRpURtSX1UbVKkYlERW5F2SoGkT3bXWe19_dYxi3ANFytFdyTfwYgOY7V1EGbUc92LvXdrZb0UhIYvLRzzI_GYs6uAdlu-H7ZOOAd9_MkApvr7ZMA3OGafuxOO_m8fos_v-GqtMFR_ne4h4qj_smzPb1xfuIn7s7cNZEK6GVnxCZ85maZGaZmRA4kPTHvlGZ5qZd1m7QUzwkSw5iQE05AexNSFN7nCC4nF3saX9YT2FAN32ulTMPr1AmKVHhgVhXv5Jq,Digi-Key,BD33C0AWFP-CE2CT-ND,Cut Tape,1.41,1.41,1.41,1003,1,https://octopart.com/opatz8j6/a1?t=Y8BDHX5Q8mfJ018oQUPNjY6abbEi0cWFiHMUIkzHVLnDPNLGkneh0foBiPv6L7WkARylEXnEpuxjxg6Zaxu-m3LC1LLPpfGV1AY79DfCaSeDhBMDgPAn3zNROjgC5Ugi5eF1gjaYAQMzg7QGeJpEOJVfy7Ickx_FOgDMyHqvEyDPkuWbdof-xCsCC2vlzu-OfKlO6XA-VEyvS99FptAxQi6IDt0CPtMgZ8YWUoY9zPtcy_wwJPwaMp9deKg1x_c_HDs63Q,
ZXGD3005E6TA,8,Diodes Inc.,ZXGD3005E6TA,https://octopart.com/zxgd3005e6ta-diodes+inc.-19727179,IC GATE DVR IGBT/MOSFET SOT26 / Driver 10A 1-OUT High Speed Non-Inv 6-Pin SOT-26 T/R,IC GATE DRVR LOW-SIDE SOT26,"U602, U603, U604, U605, U606, U607, U608, U609",,,34w,Compliant,8,ZXGD3005E6TADICT-ND,522-ZXGD3005E6TA,55T4050,,7385288P,Cut Tape,Tape & Reel,,,,0.6,0.6,0.66,,,47172,3,2910,,0,1,1,5,,10,https://octopart.com/opatz8j6/a1?t=IRVqaeHxvYpMtDW7MIHWC_B9_nANjQfBiZOV0jkyopNM_rbrrfjMtK-8h3VgXsTj1dlc1OkBOzZPz4fZ4KWj2ZaBspJ6XlthrAxZucaDEmAflco_LgCm0YozoOILWb4A-H5Y59e3lLWFWvBlTO5yTmqWoUTpJnH04orO09oqIL_Dtn5jtHt82u6sY9_9XyO8W6d5FpbnJCkL9-Nx1JSe5D0Ft6fkf_F5EDXltuJtm2ZCEGUhWlm618icLcJ3dR1ZDPnj,https://octopart.com/opatz8j6/a1?t=w4bz513X_RoEygdVH-ALed5LySccZqYsTDDTzUmXxoQOSLYKPgYBAmGSU66gpUQUtt5Auq3PNdo0HACj2UujWj42-saHE6gQihvjVbwHfg3flASR27qX_arbk4n1CTtiuolxAsukQm9A9yVLYGXuH3g9opzyeyAhdGzg-G_IBd_ZUVtxzTF1jQ4r4BH9P-PqXupQb6XCeMhTkOSVwWnwAdRjmaDd4raCAlyLPfOREGymrtoQgBaPrFZ_uhXiTod3jVS3JA,https://octopart.com/opatz8j6/a1?t=bFIkJUnjLAMgMBRHgaW9Bujjb_-81oFdOfYLQuMjL8XDG5_uIENNXjFns8FQq-GL-dAmLlX26gp6Jk4GQiuzdG0bXdxuj0Gnn6of6DumRFqBetzn5EGPwQ3l9vXHNODqiSB5AfI4pVrShOCMpMw-G1cUV3pFZ4snQE1axXuaKhfpIXPxpLv4oc_aE-UEtTMj3TnR7cH_nyeoVNgM3soMp7NithupMnli_ubKhoVhtVnfJjMoIVIxP6g7776ed_WjlV7rXw,,https://octopart.com/opatz8j6/a1?t=KR1sgvKW71Bdgo3u7yP9dZAt_2DwXyfiRwfg97DqzKab77GapV6z3PC656HeKBp6BKjpykbzMi-A4xmwuCJTj50wljiyoz2hC8bO_QOqVcztn9PkfbuqjOoIlIp_TrhuKFnWElyDRrplIlavdazKMNjheA_4NHx8qpQ5FGddRiwJ6W1culsNgcxwOEj2nKQZYlLATpA8vwmy8XNIRftpm-1MtoTu1ocAszmbVtgVIkVDS38q0K6cZUXaspxi05K-AEmwMZyP,Digi-Key,ZXGD3005E6TADICT-ND,Cut Tape,0.6,4.8,4.8,47172,1,https://octopart.com/opatz8j6/a1?t=IRVqaeHxvYpMtDW7MIHWC_B9_nANjQfBiZOV0jkyopNM_rbrrfjMtK-8h3VgXsTj1dlc1OkBOzZPz4fZ4KWj2ZaBspJ6XlthrAxZucaDEmAflco_LgCm0YozoOILWb4A-H5Y59e3lLWFWvBlTO5yTmqWoUTpJnH04orO09oqIL_Dtn5jtHt82u6sY9_9XyO8W6d5FpbnJCkL9-Nx1JSe5D0Ft6fkf_F5EDXltuJtm2ZCEGUhWlm618icLcJ3dR1ZDPnj,
